1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
1470222.644000,3470632384,-79
1470222.644000,4294967182,-72
1470222.644000,3485040560,-76
1470222.644000,4185430776,-71
1470222.644000,2456970264,-45
1470222.644000,2456970264,-78
1470222.644000,2456970264,-78
1470222.643000,2456970264,-68
1470222.643000,2456970264,-68
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-69
1470222.643000,2456970264,-69
1470222.643000,2456970264,-58
1470222.643000,2456970264,-58
1470222.643000,745975872,-80
1470222.643000,2456970264,-79
1470222.643000,2456970264,-79
1470222.643000,2456970264,-81
1470222.643000,3470632384,-80
1470222.643000,2456970264,-43
1470216.702000,2456970264,-76
