0,24.432707,118.107480,65.518,170.910,8.0,0.0,17,11
1,24.432707,118.107480,65.605,166.154,8.0,0.0,12,7
2,24.432707,118.107480,65.462,141.850,8.0,0.0,12,8
3,24.432707,118.107480,65.542,89.990,8.0,0.0,12,9
4,24.432707,118.107480,66.026,89.998,8.0,0.0,19,13
5,24.432707,118.107480,66.858,90.005,8.0,0.0,24,18
6,24.432707,118.107480,67.647,90.010,8.0,0.0,24,20
7,24.432707,118.107480,68.275,90.014,8.0,0.0,22,17
8,24.432707,118.107480,68.279,90.231,8.0,0.0,22,17
9,24.432707,118.107444,68.476,249.186,12.0,0.8,18,16
10,24.432707,118.107441,68.849,249.850,8.0,0.8,18,13
11,24.432706,118.107440,68.844,285.056,8.0,0.7,19,15
12,24.432705,118.107439,68.867,270.911,8.0,0.9,23,15
13,24.432704,118.107437,68.889,269.852,8.0,0.8,23,16
14,24.432704,118.107435,68.919,231.842,8.0,0.7,21,14
15,24.432704,118.107431,68.943,232.682,8.0,0.8,25,16
16,24.432703,118.107427,68.963,233.834,8.0,0.7,21,14
17,24.432702,118.107423,68.965,277.949,8.0,0.7,21,14
18,24.432703,118.107421,68.921,279.214,12.0,0.7,24,19
19,24.432703,118.107420,68.865,279.564,12.0,0.6,24,17
20,24.432704,118.107419,68.810,281.086,12.0,0.7,23,16
21,24.432705,118.107419,68.737,275.314,12.0,0.8,22,15
22,24.432707,118.107420,68.663,316.160,12.0,1.0,22,19
23,24.432709,118.107420,68.516,310.248,12.0,1.1,22,18
24,24.432711,118.107420,68.336,274.783,12.0,1.2,24,18
25,24.432715,118.107423,68.129,276.270,12.0,1.3,26,20
26,24.432719,118.107425,67.980,271.207,12.0,1.3,26,21
27,24.432722,118.107429,67.834,263.578,12.0,1.3,26,21
28,24.432724,118.107436,67.824,264.382,8.0,1.1,22,17
29,24.432723,118.107446,67.725,272.199,8.0,0.8,23,18
