1470242.425000,-0.492430,1.714710,9.211050,0.000000,0.000000,0.000000,4.567039,9.869515,-29.715496,0.000000,0.000000,0.000000,1860.441497
1470242.435000,-0.383720,1.780830,9.404160,-0.039645,0.004880,0.018145,4.612257,9.967233,-30.009709,0.000000,0.000000,0.000000,1878.681120
1470242.435000,-0.258780,1.818410,9.523960,-0.079290,0.009760,0.036290,4.562500,9.875000,-29.718750,10.665900,0.572900,-33.346400,1896.920742
1470242.445000,-0.133840,1.855990,9.643760,-0.058177,-0.020103,0.020997,3.114583,6.625000,-19.791667,10.665900,0.572900,-33.346400,1915.160365
1470242.455000,0.046030,1.823110,9.824010,-0.116353,-0.040207,0.041993,6.229167,13.250000,-39.583333,10.665900,0.572900,-33.346400,1933.399987
1470242.455000,0.072625,1.809065,9.851590,-0.095240,-0.070070,0.026700,4.781250,10.000000,-29.656250,10.579800,0.575800,-33.426900,1951.639610
1470242.465000,0.099220,1.795020,9.879170,-0.037587,-0.058780,0.006450,2.799479,5.947917,-17.278646,10.579800,0.575800,-33.426900,1969.879232
1470242.475000,0.068370,1.798950,9.782040,-0.075173,-0.117560,0.012900,5.598958,11.895833,-34.557292,10.579800,0.575800,-33.426900,1988.118855
1470242.476000,0.024903,1.204440,6.474710,-0.017520,-0.106270,-0.007350,8.398438,17.843750,-51.835938,10.579800,0.575800,-33.426900,2006.358477
1470242.475000,0.049807,2.408880,12.949420,-0.001313,-0.040625,-0.001550,6.416667,13.791667,-39.458333,10.470700,0.489600,-33.327200,1012.298300
1470242.485000,0.006340,1.814370,9.642090,-0.002625,-0.081250,-0.003100,3.722222,8.097222,-23.038194,10.470700,0.489600,-33.327200,155.738692
1470242.495000,-0.051960,1.850650,9.506730,-0.003938,-0.121875,-0.004650,7.444444,16.194444,-46.076389,10.470700,0.489600,-33.327200,311.477385
1470242.495000,-0.053365,1.860725,9.480625,0.012270,-0.056230,0.001150,4.750000,10.500000,-29.656250,10.450300,0.369200,-33.235700,467.216077
1470242.505000,-0.054770,1.870800,9.454520,0.002857,-0.007330,0.013897,3.166667,6.989583,-19.729167,10.450300,0.369200,-33.235700,622.954769
1470242.515000,-0.039040,1.822090,9.472210,0.005713,-0.014660,0.027793,6.333333,13.979167,-39.458333,10.450300,0.369200,-33.235700,778.693462
1470242.515000,-0.011055,1.801065,9.512010,-0.003700,0.034240,0.040540,4.750000,10.468750,-29.531250,10.464800,0.301200,-33.270200,934.432154
1470242.525000,0.016930,1.780040,9.551810,-0.002467,0.029570,0.029867,3.239583,6.968750,-19.625000,10.464800,0.301200,-33.270200,1090.170846
1470242.535000,0.087580,1.733570,9.616330,-0.004933,0.059140,0.059733,6.479167,13.937500,-39.250000,10.464800,0.301200,-33.270200,1245.909538
1470242.535000,0.093175,1.705920,9.642170,-0.003700,0.054470,0.049060,4.968750,10.437500,-29.343750,10.460700,0.330200,-33.349000,1401.648231
1470242.545000,0.098770,1.678270,9.668010,-0.001757,0.023183,0.026320,2.950521,6.046875,-17.117188,10.460700,0.330200,-33.349000,1557.386923
1470242.555000,0.078820,1.636350,9.682620,-0.003513,0.046367,0.052640,5.901042,12.093750,-34.234375,10.460700,0.330200,-33.349000,1713.125615
1470242.556000,0.063223,1.079530,6.452543,-0.001570,0.015080,0.029900,8.851563,18.140625,-51.351563,10.460700,0.330200,-33.349000,1868.864308
1470242.555000,0.126447,2.159060,12.905087,-0.000784,0.000155,0.001674,6.833333,13.750000,-39.125000,10.456400,0.384800,-33.323400,1012.304700
1470222.644000,0.110850,1.602240,9.675010,-0.001568,0.000310,0.003348,0.543561,1.090909,-3.106534,10.456400,0.384800,-33.323400,61.351755
1470222.644000,0.011038,0.160064,0.967558,-0.002352,0.000464,0.005022,1.087121,2.181818,-6.213068,10.456400,0.384800,-33.323400,122.703509
1470222.644000,0.022076,0.320128,1.935117,-0.003136,0.000619,0.006696,1.630682,3.272727,-9.319602,10.456400,0.384800,-33.323400,184.055264
1470222.644000,0.033114,0.480192,2.902676,-0.003920,0.000774,0.008370,2.174242,4.363636,-12.426136,10.456400,0.384800,-33.323400,245.407018
1470222.644000,0.044152,0.640256,3.870234,-0.004703,0.000929,0.010043,2.717803,5.454545,-15.532670,10.456400,0.384800,-33.323400,306.758773
1470222.644000,0.055190,0.800320,4.837792,-0.005487,0.001083,0.011717,3.261364,6.545455,-18.639205,10.456400,0.384800,-33.323400,368.110527
1470222.643000,0.066228,0.960384,5.805351,-0.006271,0.001238,0.013391,3.804924,7.636364,-21.745739,10.456400,0.384800,-33.323400,429.462282
1470222.643000,0.077266,1.120448,6.772909,-0.007055,0.001393,0.015065,4.348485,8.727273,-24.852273,10.456400,0.384800,-33.323400,490.814036
1470222.643000,0.088304,1.280512,7.740468,-0.007839,0.001548,0.016739,4.892045,9.818182,-27.958807,10.456400,0.384800,-33.323400,552.165791
1470222.643000,0.099342,1.440576,8.708026,-0.008623,0.001703,0.018413,5.435606,10.909091,-31.065341,10.456400,0.384800,-33.323400,613.517545
1470222.643000,0.110380,1.600640,9.675585,-0.009407,0.001857,0.020087,5.979167,12.000000,-34.171875,10.456400,0.384800,-33.323400,674.869300
1470222.643000,0.121418,1.760704,10.643143,-0.010191,0.002012,0.021761,6.522727,13.090909,-37.278409,10.456400,0.384800,-33.323400,736.221055
1470222.643000,0.132456,1.920768,11.610702,-0.010975,0.002167,0.023435,7.066288,14.181818,-40.384943,10.456400,0.384800,-33.323400,797.572809
1470222.643000,0.143494,2.080832,12.578261,-0.011759,0.002322,0.025109,7.609848,15.272727,-43.491477,10.456400,0.384800,-33.323400,858.924564
1470222.643000,0.154532,2.240896,13.545819,-0.012543,0.002477,0.026783,8.153409,16.363636,-46.598011,10.456400,0.384800,-33.323400,920.276318
1470222.643000,0.165570,2.400960,14.513377,-0.013327,0.002631,0.028457,8.696970,17.454545,-49.704545,10.456400,0.384800,-33.323400,981.628073
1470222.643000,0.176608,2.561024,15.480936,-0.014110,0.002786,0.030130,9.240530,18.545455,-52.811080,10.456400,0.384800,-33.323400,1042.979827
1470222.643000,0.187646,2.721088,16.448495,-0.014894,0.002941,0.031804,9.784091,19.636364,-55.917614,10.456400,0.384800,-33.323400,1104.331582
1470222.643000,0.198684,2.881152,17.416053,-0.015678,0.003096,0.033478,10.327652,20.727273,-59.024148,10.456400,0.384800,-33.323400,1165.683336
1470216.702000,0.209722,3.041216,18.383612,-0.016462,0.003250,0.035152,10.871212,21.818182,-62.130682,10.456400,0.384800,-33.323400,1227.035091
1470242.575000,0.109910,1.599040,9.676160,-0.017246,0.003405,0.036826,11.414773,22.909091,-65.237216,10.456400,0.384800,-33.323400,1288.386845
1470242.575000,0.073160,1.592190,9.681135,-0.016460,-0.011520,0.008600,5.125000,10.250000,-29.218750,10.454600,0.395100,-33.229100,1349.738600
1470242.585000,0.036410,1.585340,9.686110,-0.016657,-0.012293,0.000417,3.416667,6.833333,-19.541667,10.454600,0.395100,-33.229100,1411.090355
1470242.595000,-0.012730,1.602120,9.705050,-0.033313,-0.024587,0.000833,6.833333,13.666667,-39.083333,10.454600,0.395100,-33.229100,1472.442109
1470242.595000,-0.018265,1.617910,9.724865,-0.033510,-0.025360,-0.007350,5.125000,10.250000,-29.406250,10.434600,0.379300,-33.183300,1533.793864
1470242.605000,-0.023800,1.633700,9.744680,-0.022333,-0.015843,-0.005610,3.416667,6.864583,-19.666667,10.434600,0.379300,-33.183300,1595.145618
1470242.615000,-0.032020,1.691900,9.801260,-0.044667,-0.031687,-0.011220,6.833333,13.729167,-39.333333,10.434600,0.379300,-33.183300,1656.497373
1470242.615000,-0.052655,1.709865,9.825940,-0.033490,-0.022170,-0.009480,5.125000,10.343750,-29.593750,10.397900,0.352900,-33.171300,1717.849127
1470242.625000,-0.073290,1.727830,9.850620,-0.015230,-0.019747,-0.002777,2.523438,5.195313,-14.859375,10.397900,0.352900,-33.171300,1779.200882
1470242.635000,-0.107250,1.760300,9.795560,-0.030460,-0.039493,-0.005553,5.046875,10.390625,-29.718750,10.397900,0.352900,-33.171300,1840.552636
1470242.636000,-0.051182,0.890362,4.875095,-0.012200,-0.037070,0.001150,7.570313,15.585938,-44.578125,10.397900,0.352900,-33.171300,1901.904391
1470242.635000,-0.102365,1.780725,9.750190,-0.007864,-0.020790,0.003442,4.968750,10.437500,-29.843750,10.357200,0.328200,-33.181800,1963.256145
1470242.640000,-0.153548,2.671087,14.625285,-0.015728,-0.041580,0.006884,2.437500,5.273438,-14.921875,10.357200,0.328200,-33.181800,1012.303200
1470242.645000,-0.097480,1.801150,9.704820,-0.023592,-0.062370,0.010326,4.875000,10.546875,-29.843750,10.357200,0.328200,-33.181800,155.738877
1470242.655000,-0.029770,1.819530,9.653190,-0.031456,-0.083160,0.013768,7.312500,15.820313,-44.765625,10.357200,0.328200,-33.181800,311.477754
1470242.655000,-0.009710,1.826905,9.652520,-0.027120,-0.066880,0.016060,4.781250,10.656250,-29.843750,10.343600,0.287500,-33.170800,467.216631
1470242.665000,0.010350,1.834280,9.651850,-0.024470,-0.051330,0.008577,3.156250,7.114583,-19.958333,10.343600,0.287500,-33.170800,622.955508
1470242.675000,0.032380,1.811660,9.649740,-0.048940,-0.102660,0.017153,6.312500,14.229167,-39.916667,10.343600,0.287500,-33.170800,778.694385
1470242.675000,0.032170,1.823860,9.663585,-0.046290,-0.087110,0.009670,4.687500,10.687500,-30.031250,10.312300,0.207400,-33.146700,934.433262
1470242.685000,0.031960,1.836060,9.677430,-0.031563,-0.072270,0.007867,3.114583,7.125000,-19.968750,10.312300,0.207400,-33.146700,1090.172138
1470242.695000,0.004800,1.847110,9.691810,-0.063127,-0.144540,0.015733,6.229167,14.250000,-39.937500,10.312300,0.207400,-33.146700,1245.911015
1470242.695000,-0.005575,1.854590,9.683325,-0.048400,-0.129700,0.013930,4.656250,10.687500,-29.875000,10.259000,0.105500,-33.119900,1401.649892
1470242.705000,-0.015950,1.862070,9.674840,-0.033337,-0.097820,0.019577,2.705729,6.203125,-17.364583,10.259000,0.105500,-33.119900,1557.388769
1470242.715000,-0.078600,1.848760,9.607650,-0.066673,-0.195640,0.039153,5.411458,12.406250,-34.729167,10.259000,0.105500,-33.119900,1713.127646
