96597.890000,8224,-53
96597.890000,8224,-53
96597.890000,8224,-57
96597.890000,8224,-57
96597.890000,8224,-75
96597.890000,8224,-75
96597.890000,8224,-78
96597.890000,8224,-78
96597.890000,8224,-79
96597.890000,8224,-79
96597.890000,8224,-80
96597.890000,8224,-80
96597.890000,8224,-80
96597.890000,8224,-80
96597.890000,8224,-80
96597.890000,8224,-81
96597.890000,8224,-81
96597.890000,8224,-81
96597.890000,8224,-81
96597.890000,8224,-82
96597.890000,8224,-84
96597.890000,8224,-85
96597.890000,8224,-85
96597.890000,8224,-85
96597.890000,8224,-85
96597.890000,8224,-86
96597.890000,8224,-87
96597.890000,8224,-87
96597.890000,8224,-87
96597.890000,8224,-89
96597.890000,8224,-89
96597.890000,8224,-89
96597.890000,8224,-90
96597.890000,8224,-91
96601.897000,8224,-52
96601.898000,8224,-54
96601.898000,8224,-58
96601.898000,8224,-58
96601.898000,8224,-76
96601.898000,8224,-77
96601.898000,8224,-78
96601.898000,8224,-78
96601.898000,8224,-78
96601.898000,8224,-78
96601.898000,8224,-78
96601.898000,8224,-79
96601.898000,8224,-79
96601.898000,8224,-82
96601.898000,8224,-82
96601.898000,8224,-82
96601.898000,8224,-82
96601.898000,8224,-83
96601.898000,8224,-83
96601.898000,8224,-83
96601.898000,8224,-83
96601.898000,8224,-84
96601.898000,8224,-86
96601.898000,8224,-87
96601.898000,8224,-87
96601.898000,8224,-88
96601.898000,8224,-88
96601.898000,8224,-88
96601.898000,8224,-88
96601.898000,8224,-89
96601.898000,8224,-89
96601.898000,8224,-90
96601.898000,8224,-92
96605.906000,8224,-52
96605.906000,8224,-53
96605.906000,8224,-56
96605.906000,8224,-57
96605.907000,8224,-73
96605.907000,8224,-73
96605.906000,8224,-73
96605.907000,8224,-74
96605.907000,8224,-75
96605.907000,8224,-76
96605.907000,8224,-77
96605.907000,8224,-77
96605.907000,8224,-79
96605.907000,8224,-79
96605.907000,8224,-80
96605.907000,8224,-81
96605.907000,8224,-82
96605.907000,8224,-83
96605.907000,8224,-83
96605.907000,8224,-84
96605.907000,8224,-84
96605.907000,8224,-84
96605.907000,8224,-85
96605.907000,8224,-85
96605.907000,8224,-86
96605.907000,8224,-86
96605.907000,8224,-87
96605.907000,8224,-87
96605.907000,8224,-88
96605.907000,8224,-88
96605.907000,8224,-88
96605.907000,8224,-88
96605.907000,8224,-89
96605.907000,8224,-89
96605.907000,8224,-89
